night_of,average_darkness,median_darkness,mean_cloud_cover,mean_snow_cover
2020-07-23,,,20.583333333333332,0.0
2020-07-24,20.495636363636365,20.54,3.7083333333333335,0.0
2020-07-25,,,4.666666666666667,0.0
2020-07-26,20.497555555555557,20.5,4.916666666666667,0.0
2020-07-27,19.156666666666666,19.04,25.541666666666668,0.0
2020-07-28,20.54181818181818,20.54,0.4166666666666667,0.0
2020-07-29,19.544444444444448,19.5,5.708333333333333,0.0
2020-07-30,19.649473684210523,19.43,18.625,0.0
2020-07-31,20.095000000000002,20.095,5.291666666666667,0.0
2020-08-01,,,27.333333333333332,0.0
2020-08-02,,,13.041666666666666,0.0
2020-08-04,,,0.4166666666666667,0.0
2020-08-05,,,0.16666666666666666,0.0
2020-08-06,,,0.08333333333333333,0.0
2020-08-07,,,1.6666666666666667,0.0
2020-08-08,20.28,20.28,4.083333333333333,0.0
2020-08-09,20.37666666666667,20.380000000000003,17.125,0.0
2020-08-11,19.888125000000002,19.9,13.333333333333334,0.0
2020-08-12,20.374090909090906,20.355,1.375,0.0
2020-08-13,20.223571428571432,20.28,3.7083333333333335,0.0
2020-08-14,20.369142857142858,20.35,2.75,0.0
2020-08-15,20.438695652173916,20.44,22.041666666666668,0.0
2020-08-16,20.36877192982456,20.44,0.041666666666666664,0.0
2020-08-17,20.417464788732392,20.47,0.875,0.0
2020-08-18,20.264499999999998,20.45,3.0416666666666665,0.0
2020-08-19,20.473333333333336,20.5,0.0,0.0
2020-08-20,20.497926829268295,20.53,1.0833333333333333,0.0
2020-08-21,19.74463414634146,19.765,0.6666666666666666,0.0
2020-08-22,20.080263157894734,20.34,11.083333333333334,0.0
2020-08-23,19.229027777777777,19.105,2.2083333333333335,0.0
2020-08-24,20.535151515151515,20.54,1.5416666666666667,0.0
2020-08-25,17.991186440677968,18.5,14.541666666666666,0.0
2020-08-26,20.343461538461536,20.36,0.4583333333333333,0.0
2020-08-27,20.382325581395346,20.39,1.2916666666666667,0.0
2020-08-28,20.477272727272727,20.55,12.083333333333334,0.0
2020-08-29,20.60304347826087,20.61,10.208333333333334,0.0
2020-08-30,20.613999999999997,20.615000000000002,0.4166666666666667,0.0
2020-08-31,,,22.041666666666668,0.0
2020-09-02,,,16.625,0.0
2020-09-03,,,4.5,0.0
2020-09-04,,,0.625,0.0
2020-09-05,,,0.4583333333333333,0.0
2020-09-07,,,12.333333333333334,0.0
2020-09-13,,,12.541666666666666,0.0
2020-09-14,,,23.458333333333332,0.0
2020-09-15,,,1.7916666666666667,0.0
2020-09-16,,,10.875,0.0
2020-09-17,,,13.041666666666666,0.0
2020-09-18,,,13.875,0.0
2020-09-19,,,2.0833333333333335,0.0
2020-09-20,,,2.125,0.0
2020-09-21,,,1.4583333333333333,0.0
2020-09-22,,,4.541666666666667,0.0
2020-09-23,,,1.9583333333333333,0.0
2020-09-24,,,3.5,0.0
2020-09-25,,,0.0,0.0
2020-09-29,,,31.916666666666668,0.0
2020-09-30,,,20.791666666666668,0.0
2020-10-01,,,11.416666666666666,0.0
2020-10-02,,,1.875,0.0
2020-10-03,,,32.416666666666664,0.0
2020-10-04,,,19.0,0.0
2020-10-05,,,0.625,0.0
2020-10-06,,,0.0,0.0
2020-10-07,,,0.0,0.0
2020-10-08,,,0.0,0.0
2020-10-09,,,0.875,0.0
2020-10-10,,,1.1666666666666667,0.0
2020-10-11,,,21.25,0.0
2020-10-12,,,32.458333333333336,0.0
2020-10-13,,,0.041666666666666664,0.0
2020-10-16,,,1.875,0.0
2020-10-17,,,34.541666666666664,0.0
2020-10-19,,,36.083333333333336,0.0
2020-10-24,,,34.875,0.0
2020-10-25,,,38.833333333333336,0.0
2020-10-27,,,4.291666666666667,0.0
2020-10-30,,,3.625,0.0
2020-10-31,,,10.0,0.0
2020-11-01,,,1.7083333333333333,0.0
2020-11-02,,,0.9166666666666666,0.0
2020-11-03,,,0.0,0.0
2020-11-04,,,0.375,0.0
2020-11-05,,,23.291666666666668,0.0
2020-11-06,,,7.833333333333333,0.0
2020-11-07,,,0.0,0.0
2020-11-08,,,2.625,0.0
2020-11-09,,,16.0,0.0
2020-11-12,,,3.2916666666666665,0.0
2020-11-16,,,1.375,0.0
2020-11-17,,,0.6666666666666666,0.0
2020-11-18,,,19.666666666666668,0.0
2020-11-19,,,34.416666666666664,0.0
2020-11-20,,,1.125,0.0
2020-11-21,,,6.416666666666667,0.0
2020-11-22,,,29.958333333333332,0.0
2020-11-23,,,10.5,0.0
2020-11-28,,,0.0,0.0
2020-11-29,,,30.125,0.0
2020-12-01,,,29.0,0.0
2020-12-02,,,18.208333333333332,0.0
2020-12-03,,,38.291666666666664,0.0
2020-12-04,,,3.125,0.0
2020-12-09,,,19.166666666666668,0.0
2020-12-10,,,34.208333333333336,0.0
2020-12-25,,,17.708333333333332,0.0
2020-12-26,,,29.166666666666668,0.0
