night_of,average_darkness,median_darkness,mean_cloud_cover,mean_snow_cover
2023-06-21,20.22880952380952,20.24,1.5833333333333333,0.0
2023-06-22,20.211621621621628,20.21,7.25,0.0
2023-06-23,20.029999999999998,20.03,14.708333333333334,0.0
2023-06-24,20.11214285714286,20.105,15.625,0.0
2023-06-28,19.883846153846154,19.87,20.333333333333332,0.0
2023-07-03,,,20.541666666666668,0.0
2023-07-04,,,25.375,0.0
2023-07-09,,,7.625,0.0
2023-07-10,,,1.0833333333333333,0.0
2023-07-16,,,15.208333333333334,0.0
2023-07-17,,,8.208333333333334,0.0
2023-07-18,,,11.583333333333334,0.0
2023-07-19,20.264406779661016,20.27,7.25,0.0
2023-07-20,20.110847457627116,20.26,12.791666666666666,0.0
2023-07-21,19.943684210526314,20.25,17.291666666666668,0.0
2023-07-22,20.238301886792456,20.24,35.791666666666664,0.0
2023-07-23,18.773200000000003,18.595,14.416666666666666,0.0
2023-07-24,19.831276595744676,19.83,11.416666666666666,0.0
2023-07-25,19.84441860465116,19.84,2.75,0.0
2023-07-30,20.3825,20.38,19.75,0.0
2023-07-31,,,18.0,0.0
2023-08-01,,,27.458333333333332,0.0
2023-08-02,,,29.875,0.0
2023-08-03,,,16.041666666666668,0.0
2023-08-04,,,14.0,0.0
2023-08-08,20.204166666666666,20.2,15.291666666666666,0.0
2023-08-10,20.040833333333335,20.03,39.125,0.0
2023-08-12,18.4047619047619,18.255000000000003,13.125,0.0
2023-08-15,18.48727272727273,18.4,30.708333333333332,0.0
2023-08-16,20.30641025641025,20.325,4.916666666666667,0.0
2023-08-17,19.530632911392402,20.1,30.791666666666668,0.0
2023-08-18,20.16025,20.17,10.041666666666666,0.0
2023-08-19,19.970625000000002,20.01,13.916666666666666,0.0
2023-08-20,19.487721518987335,19.79,28.833333333333332,0.0
2023-08-21,19.845466666666667,19.9,17.541666666666668,0.0
2023-08-22,20.072253521126754,20.21,37.75,0.0
2023-08-23,20.28014925373134,20.29,14.5,0.0
2023-08-24,20.286557377049185,20.3,13.5,0.0
2023-08-27,19.353125,19.305,38.708333333333336,0.0
2023-08-28,20.37058823529412,20.37,5.916666666666667,0.0
2023-08-29,18.98,18.98,8.0,0.0
2023-08-30,,,9.875,0.0
2023-08-31,,,1.375,0.0
2023-09-01,,,3.5,0.0
2023-09-02,,,5.625,0.0
2023-09-03,,,3.4583333333333335,0.0
2023-09-04,,,7.791666666666667,0.0
2023-09-09,20.3,20.28,16.083333333333332,0.0
2023-09-10,20.185192307692304,20.175,29.541666666666668,0.0
2023-09-14,20.303939393939398,20.35,10.541666666666666,0.0
2023-09-15,20.325858585858587,20.36,12.208333333333334,0.0
2023-09-18,20.231386138613857,20.32,22.208333333333332,0.0
2023-09-23,18.71575757575758,18.72,26.583333333333332,0.0
2023-09-24,20.205471698113204,20.39,11.958333333333334,0.0
2023-09-30,,,8.541666666666666,0.0
2023-10-01,,,4.583333333333333,0.0
2023-10-02,,,5.208333333333333,0.0
2023-10-03,,,11.291666666666666,0.0
2023-10-07,18.522222222222222,18.36,9.125,0.0
2023-10-08,20.1048,20.06,35.125,0.0
2023-10-09,19.9952380952381,20.17,12.416666666666666,0.0
2023-10-10,19.856710526315787,19.905,14.291666666666666,0.0
2023-10-11,20.26733333333333,20.32,39.958333333333336,0.0
2023-10-15,19.999230769230763,20.3,32.416666666666664,0.0
2023-10-17,20.325042016806723,20.38,17.416666666666668,0.0
2023-10-22,18.92422535211269,18.51,29.375,0.0
2023-10-23,19.58232142857143,19.57,34.625,0.0
2023-10-24,19.66121951219512,20.23,35.708333333333336,0.0
2023-10-30,,,15.958333333333334,0.0
2023-11-01,,,38.791666666666664,0.0
2023-11-02,18.145999999999997,18.15,35.083333333333336,0.0
2023-11-04,18.145666666666667,18.1,16.5,0.0
2023-11-05,20.01931818181818,20.055,34.5,0.0
2023-11-09,19.025208333333335,18.535,13.125,0.0
2023-11-10,,,34.625,0.0
2023-11-11,20.047622950819676,20.08,28.166666666666668,0.0
2023-11-12,18.86207692307692,18.775,18.208333333333332,0.0
2023-11-13,20.157022900763355,20.2,0.25,0.0
2023-11-14,20.15610687022901,20.15,16.208333333333332,0.0
2023-11-15,19.611068702290076,19.58,21.666666666666668,0.0
2023-11-17,18.254051724137934,18.270000000000003,29.958333333333332,0.0
2023-11-18,20.109417475728158,20.14,0.125,0.0
2023-11-19,20.21375,20.21,10.833333333333334,0.0
2023-11-23,20.217586206896552,20.21,3.0,0.0
2023-11-24,19.81357142857143,19.784999999999997,23.5,0.0
2023-11-28,,,30.625,0.015833333333333335
2023-11-29,,,23.375,0.0020833333333333333
2023-11-30,,,36.541666666666664,0.0
2023-12-07,19.066190476190474,19.66,10.375,0.0
2023-12-08,19.869278350515465,19.93,26.666666666666668,0.0
2023-12-12,19.81550724637681,19.8,9.541666666666666,0.0
2023-12-13,19.845289855072462,19.82,5.666666666666667,0.0
2023-12-14,20.037681159420288,20.05,2.0416666666666665,0.0
2023-12-19,20.098918918918915,20.11,26.125,0.0
2023-12-20,19.01762711864407,18.97,32.291666666666664,0.0
